Kilometrage_parcourus,Sexe,Carburant,Zone,Exposition,age_du_conducteur,age_du_vehicule,ancienpermis,nbre_sinistre,charge_totale
8379,Man,essence,Rabat-Sale-Kenitra,0.3196,44.87,18.68,23.74,0,0
8618,Women,essence,Fes-Meknes,0.0623,45.16,6.4,25.76,0,0
2038,Man,essence,Casablanca-Settat,0.7985,50.75,17.71,5.87,0,0
3361,Women,essence,BeniMellal-Khenifra,0.463,31.69,6.67,12.41,1,3406.32
8276,Women,essence,Draa-Tafilalet,0.1579,53.92,9.41,29.88,0,0
7345,Women,diesel,Tanger-Tetouan-AlHoceima,0.3989,60.8,12.14,27.23,0,0
3035,Women,essence,Marrakech-Safi,0.4012,42.38,16.55,22.41,0,0
2123,Man,essence,Guelmim,0.0963,40.65,9.25,14.85,0,0
4976,Man,essence,Tanger-Tetouan-AlHoceima,0.7462,27.34,22.53,0.03,2,5799.07
346,Man,diesel,Marrakech-Safi,0.2647,44.7,2.17,11.87,0,0
6300,Women,essence,Rabat-Sale-Kenitra,0.7524,53.32,1.49,19.03,2,2179.31
7330,Women,diesel,Casablanca-Settat,0.0484,60.65,19.36,11.84,0,0
8520,Man,diesel,Dakhla-OuedEddahab,0.1114,49.44,16.21,1.42,0,0
3349,Man,essence,Tanger-Tetouan-AlHoceima,0.2978,26.64,5.36,7.11,1,2832.77
3555,Women,diesel,Tanger-Tetouan-AlHoceima,0.0807,69.87,17.03,28.55,0,0
317,Women,diesel,Tanger-Tetouan-AlHoceima,0.1438,50.84,18.52,22.7,0,0
5669,Man,essence,Fes-Meknes,0.9936,20.29,5.21,0.11,0,0
7776,Women,essence,Marrakech-Safi,0.3145,60.34,14.02,39.25,0,0
1314,Man,essence,BeniMellal-Khenifra,0.0009,42.19,18.31,4.51,0,0
7566,Man,essence,Marrakech-Safi,0.3449,58.41,12.96,35.67,0,0
8998,Women,diesel,Casablanca-Settat,0.7297,59.87,8.34,31.96,0,0
9074,Man,essence,Tanger-Tetouan-AlHoceima,0.014,21.36,6.87,2.31,0,0
2699,Man,essence,Casablanca-Settat,0.0362,20.99,7.7,1.85,0,0
6139,Man,essence,Tanger-Tetouan-AlHoceima,0.4578,60.9,19.08,20.52,1,2535.69
8373,Man,diesel,Casablanca-Settat,0.8586,36.5,14.04,16.56,1,1769.43
3967,Women,essence,Rabat-Sale-Kenitra,0.2268,26.72,12.65,8.18,0,0
5335,Man,essence,Marrakech-Safi,0.5199,61.35,3.2,7.43,4,12406.02
9358,Women,essence,Casablanca-Settat,0.5847,69.71,5.12,28.73,1,623.83
4704,Man,diesel,Tanger-Tetouan-AlHoceima,0.4733,23.99,17.99,3.15,0,0
311,Man,diesel,Oriental,0.1444,29.95,10.21,8.81,0,0
1510,Man,diesel,Casablanca-Settat,0.1946,28.41,22,3.54,0,0
2476,Women,essence,Fes-Meknes,0.3557,40.58,5.58,5.95,0,0
9304,Women,essence,Casablanca-Settat,0.4631,42.54,9.27,0.94,0,0
49,Women,essence,Casablanca-Settat,0.2184,69.91,19.12,24.91,1,2397.68
1294,Women,diesel,Tanger-Tetouan-AlHoceima,0.5001,69.98,9.92,0.93,2,1966.03
2341,Women,essence,Marrakech-Safi,0.7992,47.7,13.56,1.53,2,6063.16
4689,Man,essence,Casablanca-Settat,0.9467,47.77,4.26,8.84,3,7058.57
623,Man,essence,Tanger-Tetouan-AlHoceima,0.8677,41.74,10.05,21.49,0,0
549,Women,essence,Casablanca-Settat,0.4863,33.06,3.99,4.79,2,1211.71
1598,Women,diesel,Souss-Massa,0.0799,26.09,10.85,4.41,0,0
5888,Man,essence,Marrakech-Safi,0.5621,63.81,19.57,12.67,2,4526.15
6733,Man,essence,Casablanca-Settat,0.3795,43.18,5.38,19.87,0,0
4208,Women,diesel,Draa-Tafilalet,0.017,23.84,19.99,1.9,0,0
7185,Man,essence,Tanger-Tetouan-AlHoceima,0.3216,48.92,15.52,3.94,3,6887.86
4584,Women,essence,Casablanca-Settat,0.1763,40.24,6,11.43,0,0
6413,Women,essence,Marrakech-Safi,0.7808,42.94,5.48,5.21,0,0
9662,Man,diesel,Marrakech-Safi,0.7993,40.27,10.07,16.33,1,985.58
5879,Man,essence,Casablanca-Settat,0.2841,38.29,9.07,18.64,1,4512.01
8785,Women,diesel,Marrakech-Safi,0.2691,68.74,5.8,16.11,1,2474.44
4671,Man,diesel,Tanger-Tetouan-AlHoceima,0.341,39.66,1.64,19.53,0,0
1579,Man,diesel,Marrakech-Safi,0.2332,51.18,7.15,26.75,0,0
9238,Women,essence,Marrakech-Safi,0.1834,50.66,9.36,21.97,0,0
1461,Man,essence,Marrakech-Safi,0.7239,59.47,12.53,27.74,0,0
3903,Women,essence,Casablanca-Settat,0.4297,48.07,10.63,13.65,1,1266.91
6727,Man,essence,Casablanca-Settat,0.206,65.6,19.71,15.28,0,0
1654,Women,diesel,Casablanca-Settat,0.8217,27.43,12.31,6.61,2,1339.72
757,Man,essence,Casablanca-Settat,0.6365,72.85,13.73,7.78,1,1451.39
4837,Women,essence,Tanger-Tetouan-AlHoceima,0.513,44.15,6.55,6.32,0,0
8245,Women,essence,Casablanca-Settat,0.5606,36.28,11.47,11.18,0,0
3437,Women,diesel,Marrakech-Safi,0.1038,52.08,14.45,12.63,0,0
9392,Women,diesel,Casablanca-Settat,0.3203,49.76,14.58,20.34,0,0
6866,Women,diesel,Casablanca-Settat,0.6806,30.43,16.87,3.27,2,3090.55
3532,Women,essence,Draa-Tafilalet,0.1362,42.14,11.99,17.2,0,0
9849,Women,essence,Casablanca-Settat,0.1509,20.45,13.38,1.62,0,0
8917,Man,diesel,Casablanca-Settat,0.9029,69.17,18.94,20.77,2,5179.57
5130,Man,essence,Tanger-Tetouan-AlHoceima,0.7291,40.53,22.64,1.14,0,0
6152,Man,diesel,Dakhla-OuedEddahab,0.7644,28.06,11.49,4.32,0,0
4262,Women,diesel,Casablanca-Settat,0.8564,30.6,1.62,7.2,3,4765.28
7235,Man,diesel,Casablanca-Settat,0.53,64.06,14.93,36.4,1,1130.69
3200,Women,diesel,Tanger-Tetouan-AlHoceima,0.981,29.72,4.41,6.31,0,0
9284,Man,essence,Casablanca-Settat,0.9635,56.92,14.59,18.8,0,0
4686,Man,diesel,Tanger-Tetouan-AlHoceima,0.9734,61.11,3.44,18.02,0,0
2136,Women,essence,Rabat-Sale-Kenitra,0.2572,26.32,14.77,0.56,0,0
601,Man,essence,Casablanca-Settat,0.6073,62.5,6.46,33.06,1,2449.96
5145,Man,diesel,Tanger-Tetouan-AlHoceima,0.6915,27.82,11.81,6.12,2,7735.08
407,Women,essence,Casablanca-Settat,0.4184,39.29,7.42,9.34,0,0
6483,Man,diesel,Casablanca-Settat,0.0725,44.74,14.58,11.36,0,0
2380,Women,essence,Casablanca-Settat,0.5016,29.77,2.85,0.68,0,0
2396,Women,diesel,BeniMellal-Khenifra,0.9353,43.56,14.67,7.02,1,2133.39
7907,Women,diesel,Oriental,0.7286,68.05,4.75,0.82,3,4349.33
2423,Women,essence,Tanger-Tetouan-AlHoceima,0.3126,49.3,14.74,18.02,0,0
8116,Women,diesel,Marrakech-Safi,0.654,27.2,16.2,7.89,0,0
9078,Women,essence,Laayoune-SakiaElHamra,0.5616,50.62,8.54,32.05,0,0
7007,Man,diesel,Casablanca-Settat,0.2233,41.57,3.9,12.86,0,0
292,Man,essence,Casablanca-Settat,0.4788,30.46,17.25,9.78,1,3596.75
6527,Women,diesel,Casablanca-Settat,0.7858,57.51,13.71,24.01,0,0
5849,Women,diesel,Oriental,0.7513,63.15,2.19,19.31,1,1022.76
7170,Women,essence,Tanger-Tetouan-AlHoceima,0.3403,31.76,4.73,11.5,0,0
4863,Man,essence,Dakhla-OuedEddahab,0.9354,57.68,8.18,16.49,2,5125.65
2728,Women,essence,Tanger-Tetouan-AlHoceima,0.6086,26.6,9.95,2.89,5,9150.24
7947,Women,diesel,Casablanca-Settat,0.3937,70.33,7.51,6.07,0,0
8663,Man,diesel,Casablanca-Settat,0.306,56.25,7.59,16.32,0,0
8785,Women,essence,Casablanca-Settat,0.8372,67.62,14.79,39.3,0,0
2457,Man,essence,Tanger-Tetouan-AlHoceima,0.915,31.71,14.44,1.95,0,0
4886,Women,diesel,Tanger-Tetouan-AlHoceima,0.9332,72.26,22.44,50.42,1,1614.39
4081,Women,diesel,Casablanca-Settat,0.7422,41.45,7.49,19.39,0,0
4377,Women,diesel,Rabat-Sale-Kenitra,0.168,34.94,14.32,13.43,0,0
8698,Women,essence,Marrakech-Safi,0.2451,52.07,20.05,13.02,0,0
4586,Man,diesel,Dakhla-OuedEddahab,0.9754,56.22,12.02,25.22,1,2357.81
4354,Women,essence,Marrakech-Safi,0.2764,51.35,12.67,18.07,0,0
8702,Man,diesel,Guelmim,0.5742,25.85,3.31,5.04,1,2455.99
7164,Man,essence,Casablanca-Settat,0.4893,35.08,12.78,12.72,0,0
9956,Man,diesel,Casablanca-Settat,0.9016,63.77,15.59,4.67,1,4379.82
5966,Man,diesel,Casablanca-Settat,0.2538,56.46,19.41,25.17,0,0
625,Man,diesel,Casablanca-Settat,0.4692,55.67,8.22,31.52,1,2561.43
3966,Women,essence,Casablanca-Settat,0.8842,60.33,6.69,6.29,0,0
5725,Man,essence,Casablanca-Settat,0.6551,56.25,21.98,28.46,0,0
4124,Women,essence,Casablanca-Settat,0.8462,59.66,12.33,39.39,0,0
1945,Man,essence,Tanger-Tetouan-AlHoceima,0.6454,52.63,10.15,20.94,2,5180.79
7547,Women,diesel,Marrakech-Safi,0.6995,54.91,2.56,3.05,2,3036.23
5030,Women,essence,Casablanca-Settat,0.0408,52.5,7.91,14.72,0,0
7688,Man,diesel,Tanger-Tetouan-AlHoceima,0.0363,21.59,16.23,1.48,0,0
5083,Man,diesel,Casablanca-Settat,0.9806,34.23,9.12,9.52,0,0
7326,Women,essence,Tanger-Tetouan-AlHoceima,0.1321,20.16,1.58,2.15,0,0
3369,Man,essence,Tanger-Tetouan-AlHoceima,0.835,37.5,17.67,1.1,0,0
2114,Women,essence,Casablanca-Settat,0.3942,23.32,10.84,1.27,0,0
6354,Women,essence,Casablanca-Settat,0.0218,67.49,15.73,46.23,0,0
6736,Women,diesel,Marrakech-Safi,0.4623,20.54,10.25,0.28,1,1772.95
9720,Women,diesel,Tanger-Tetouan-AlHoceima,0.8632,54.93,13.99,2.07,1,1004.33
4846,Women,essence,Casablanca-Settat,0.1713,22.79,6.74,0.72,0,0
4386,Women,diesel,Tanger-Tetouan-AlHoceima,0.9488,66.82,3.63,21.77,3,4182.19
8374,Women,diesel,Marrakech-Safi,0.2339,57.9,15.18,23.15,0,0
4849,Man,diesel,Tanger-Tetouan-AlHoceima,0.094,43.55,14.31,1.82,0,0
7513,Women,essence,Marrakech-Safi,0.1172,63.21,12.72,29.72,0,0
9433,Man,diesel,Casablanca-Settat,0.1411,56.6,4.91,1.35,0,0
3284,Man,diesel,Marrakech-Safi,0.2267,44.28,17.46,4.36,1,2237.82
6867,Man,essence,Marrakech-Safi,0.4753,20.73,18.97,1.2,0,0
4029,Man,diesel,Guelmim,0.7002,20.09,5.16,0.08,0,0
5325,Man,essence,Casablanca-Settat,0.6818,22.7,14.9,0.61,0,0
919,Women,essence,Tanger-Tetouan-AlHoceima,0.9997,41.94,4.11,2.25,1,2104.1
5436,Man,essence,Tanger-Tetouan-AlHoceima,0.713,46.53,8.98,27.55,1,1488.48
8424,Women,essence,Casablanca-Settat,0.2911,28.51,8.13,3.35,0,0
4497,Women,diesel,Tanger-Tetouan-AlHoceima,0.2105,53.81,11.33,14.43,0,0
1874,Women,diesel,Casablanca-Settat,0.92,61.16,5.93,29.4,2,3277.78
9925,Man,diesel,BeniMellal-Khenifra,0.2692,39.75,15.42,7.67,0,0
5334,Man,essence,Casablanca-Settat,0.8547,47.3,13.66,26.75,0,0
8550,Man,diesel,Tanger-Tetouan-AlHoceima,0.2614,52.92,5.36,25.97,2,5166.47
9457,Man,diesel,Marrakech-Safi,0.8656,68.01,16.77,7.34,0,0
5512,Women,essence,BeniMellal-Khenifra,0.1291,41.55,13.17,11.45,1,1853.39
4983,Women,diesel,Marrakech-Safi,0.0362,44.6,1.31,13.83,0,0
4286,Women,essence,Tanger-Tetouan-AlHoceima,0.8605,54.86,14.41,36.62,3,6743.24
5011,Women,essence,Rabat-Sale-Kenitra,0.8685,28.03,16.02,6.8,1,2728.8
6348,Women,diesel,Souss-Massa,0.5183,41.31,5.59,11.05,2,3503.52
9912,Women,diesel,Tanger-Tetouan-AlHoceima,0.2402,52.78,20.58,27.18,1,1816.23
5630,Man,essence,Guelmim,0.0006,35.96,16.79,16.1,0,0
6613,Man,essence,Tanger-Tetouan-AlHoceima,0.9283,22.05,19.01,1.27,3,7350.42
1738,Women,diesel,Draa-Tafilalet,0.1617,28.94,18.01,5.18,0,0
4877,Man,diesel,Marrakech-Safi,0.3127,28.22,22.51,2.97,1,4320.88
2040,Women,diesel,Tanger-Tetouan-AlHoceima,0.1028,31.45,11.27,4.45,0,0
5911,Women,diesel,Oriental,0.3842,50.26,9.95,21.19,2,3672.88
6299,Women,essence,Casablanca-Settat,0.2763,57.72,4.76,6.93,0,0
7752,Man,diesel,Casablanca-Settat,0.2096,27.92,20.65,2.63,0,0
9797,Women,essence,Fes-Meknes,0.8761,65.23,6.18,24.15,1,2781.81
540,Women,diesel,Casablanca-Settat,0.3097,36.68,19.81,4.52,0,0
7478,Man,essence,Tanger-Tetouan-AlHoceima,0.5244,30.87,3.88,5.65,1,1724.07
3369,Man,essence,Marrakech-Safi,0.3889,43.1,13.01,3.08,1,7219.42
316,Man,diesel,Casablanca-Settat,0.1524,37.74,16.99,14.8,1,1469.98
4538,Man,diesel,Casablanca-Settat,0.2217,38.45,14.66,16.96,0,0
9692,Women,diesel,Marrakech-Safi,0.252,44.62,12.72,15.44,0,0
2595,Women,diesel,Guelmim,0.6706,64.07,17.52,4.65,0,0
3422,Man,diesel,Tanger-Tetouan-AlHoceima,0.6704,43.12,20.68,1.98,1,4282.77
8348,Women,diesel,Tanger-Tetouan-AlHoceima,0.6758,64.42,8.4,5.16,0,0
3576,Women,diesel,Marrakech-Safi,0.2492,66.5,15.82,22.8,0,0
3546,Man,essence,Marrakech-Safi,0.9495,55.04,18.28,23.52,2,6621.31
4393,Man,diesel,Marrakech-Safi,0.2229,30.34,18.72,3.12,0,0
3777,Man,diesel,Casablanca-Settat,0.5903,36.48,11.9,14.88,0,0
5704,Women,essence,Tanger-Tetouan-AlHoceima,0.6386,49.82,7.32,19.33,2,1901.91
4936,Man,essence,Tanger-Tetouan-AlHoceima,0.191,29.17,18.25,7.39,1,2387.81
3944,Women,diesel,Casablanca-Settat,0.9794,41.61,8.24,9.32,1,793.51
2803,Women,essence,Casablanca-Settat,0.292,38.47,21.85,18.2,0,0
5106,Man,essence,Marrakech-Safi,0.7307,67.97,6.61,46.33,1,6979.06
8441,Women,essence,Casablanca-Settat,0.026,44.31,22.85,3.96,0,0
9644,Man,essence,Tanger-Tetouan-AlHoceima,0.1682,70.77,6.57,4.53,0,0
701,Man,essence,Marrakech-Safi,0.3288,58.9,16.08,29.03,0,0
9653,Women,essence,Rabat-Sale-Kenitra,0.3671,29.65,6.2,1.82,0,0
9673,Women,essence,Casablanca-Settat,0.1188,54.13,8.54,30.84,0,0
7016,Man,essence,Tanger-Tetouan-AlHoceima,0.9219,24,8.96,5.55,2,10554.72
1082,Women,essence,Casablanca-Settat,0.3873,64.97,8.82,18.64,1,1700.77
9309,Women,diesel,Casablanca-Settat,0.887,57.69,13.37,23.82,2,3989.24
2581,Man,diesel,Casablanca-Settat,0.7605,21.92,18.81,0.27,1,3152.19
5171,Man,essence,Casablanca-Settat,0.5289,62.19,9.5,6.49,0,0
9756,Women,essence,Tanger-Tetouan-AlHoceima,0.247,61.34,4.82,18.26,0,0
3551,Man,diesel,Casablanca-Settat,0.6096,35.27,12.56,7.97,0,0
4068,Women,diesel,Casablanca-Settat,0.7139,53.45,15.55,24.51,0,0
1907,Women,essence,Casablanca-Settat,0.9364,57.27,19.1,27,0,0
9080,Man,essence,Rabat-Sale-Kenitra,0.6386,61.72,13.39,34.71,0,0
3556,Man,diesel,Souss-Massa,0.0486,31.58,6.67,3.77,0,0
5060,Women,diesel,Casablanca-Settat,0.9792,46.32,15.22,3.94,0,0
2502,Man,diesel,Laayoune-SakiaElHamra,0.0973,20.04,4.08,1.25,0,0
8813,Women,diesel,Tanger-Tetouan-AlHoceima,0.5106,42.12,7.87,20.75,0,0
2819,Women,essence,Marrakech-Safi,0.2262,20.87,4.86,0.98,1,1640.82
3017,Women,essence,Casablanca-Settat,0.709,33.51,8.62,4.15,0,0
8919,Women,diesel,Marrakech-Safi,0.5068,32.96,9.86,0.81,0,0
4172,Man,diesel,Rabat-Sale-Kenitra,0.5518,61.08,6.62,28.66,0,0
6939,Man,diesel,Casablanca-Settat,0.6317,39.43,19.12,8.96,1,5904.65
2544,Women,diesel,Casablanca-Settat,0.8247,26.8,12.48,3.79,1,1754.07
3094,Man,diesel,Marrakech-Safi,0.7677,33.67,12.29,0.83,0,0
9367,Man,essence,Marrakech-Safi,0.5316,51.52,10.91,12.6,0,0
8975,Women,diesel,Marrakech-Safi,0.5076,42.36,15.53,19.95,0,0
5109,Man,diesel,Tanger-Tetouan-AlHoceima,0.2976,57.85,2.3,23.2,0,0
5661,Women,diesel,Marrakech-Safi,0.4252,45.49,17.19,22.03,0,0
2187,Women,essence,Casablanca-Settat,0.2966,28.68,17.19,8.44,0,0
6909,Women,essence,Casablanca-Settat,0.843,25.61,3.87,4.58,1,1817.98
1723,Women,diesel,Marrakech-Safi,0.8256,61.44,13.62,25.92,1,2485.02
6067,Women,essence,Casablanca-Settat,0.229,68.85,11.23,6.48,0,0
4714,Women,essence,Marrakech-Safi,0.1863,34.89,14.36,4.38,1,3380.54
1333,Man,essence,Oriental,0.5063,20.67,6.23,0.2,1,4384.77
2622,Man,diesel,Marrakech-Safi,0.6235,29.41,15.53,3.32,0,0
7232,Women,diesel,Tanger-Tetouan-AlHoceima,0.7676,57.28,11.73,20.11,1,1240.11
9361,Women,essence,Casablanca-Settat,0.8507,43.71,5.68,7.55,2,4368.96
7732,Women,diesel,Marrakech-Safi,0.9485,54.29,11.01,11.28,3,5861.12
8174,Women,diesel,Tanger-Tetouan-AlHoceima,0.0286,40.96,8.06,8.33,0,0
3830,Man,essence,Souss-Massa,0.4725,67.81,15.33,6.58,0,0
3900,Man,essence,Guelmim,0.549,58.46,10.78,36.65,0,0
7528,Women,essence,Casablanca-Settat,0.2119,44.72,5.58,19.43,1,993.13
7433,Women,diesel,Tanger-Tetouan-AlHoceima,0.2761,68.76,16.59,47.66,0,0
7734,Man,diesel,Dakhla-OuedEddahab,0.0957,25.09,4.88,4.75,0,0
5076,Women,essence,Casablanca-Settat,0.7421,26.37,13.7,1.93,2,3296.27
1227,Women,diesel,Marrakech-Safi,0.8201,58.54,8.98,20.69,1,2107.98
3200,Man,diesel,Souss-Massa,0.207,57.02,3.26,5.08,0,0
8648,Women,diesel,BeniMellal-Khenifra,0.0042,41.95,13.95,0.89,0,0
4142,Women,diesel,Guelmim,0.9292,49.96,11.6,6.9,1,1265.15
5364,Women,diesel,Tanger-Tetouan-AlHoceima,0.6873,43.03,10.43,17.13,1,3503.68
8829,Women,diesel,Casablanca-Settat,0.7777,60.59,6,17.77,0,0
2307,Women,diesel,Tanger-Tetouan-AlHoceima,0.8884,29.88,18.01,2.92,4,5438.89
136,Man,diesel,Oriental,0.6071,42.5,13.45,2.36,2,5298.96
7039,Women,essence,Marrakech-Safi,0.0516,35.67,12.99,17.36,0,0
7274,Man,essence,Casablanca-Settat,0.3443,47.09,11.67,5.25,1,3376.22
3454,Man,essence,Marrakech-Safi,0.9181,44.93,13.35,25.36,2,9296.58
6058,Women,essence,Casablanca-Settat,0.7009,38.63,3.19,0.18,2,3050.93
8209,Man,essence,Casablanca-Settat,0.6386,64.68,14.04,32.16,2,3373.95
6295,Women,diesel,Marrakech-Safi,0.57,32.4,16.57,11.7,2,2230.03
6534,Man,diesel,Oriental,0.0573,68.69,17.42,33.79,0,0
7816,Women,diesel,Marrakech-Safi,0.4849,68.51,11.44,9.77,0,0
8748,Man,diesel,Casablanca-Settat,0.6131,57.46,15.69,21.42,0,0
6303,Women,diesel,Tanger-Tetouan-AlHoceima,0.7797,31.9,10.51,13.23,2,6434.21
8081,Man,essence,Casablanca-Settat,0.3314,33.42,13.98,11.3,0,0
5350,Women,essence,Casablanca-Settat,0.362,41.9,19.72,5.74,1,1899.62
2047,Man,diesel,Tanger-Tetouan-AlHoceima,0.9373,38.51,4.58,12.39,0,0
2221,Women,essence,Draa-Tafilalet,0.0697,54.62,12.28,18.88,0,0
6868,Women,diesel,Casablanca-Settat,0.529,53.05,12.87,6.51,0,0
261,Man,diesel,Draa-Tafilalet,0.5077,67.15,12.83,38.95,0,0
8316,Women,diesel,Laayoune-SakiaElHamra,0.7837,30.09,6.26,2.72,1,1255.79
3043,Women,diesel,Tanger-Tetouan-AlHoceima,0.0564,40.61,15.19,19.75,0,0
7422,Man,diesel,Draa-Tafilalet,0.1426,59.54,6.15,10.22,0,0
919,Man,essence,Guelmim,0.438,41.18,14.89,19.93,0,0
6811,Man,diesel,Casablanca-Settat,0.2757,23.21,16.64,2.97,0,0
3154,Women,diesel,Tanger-Tetouan-AlHoceima,0.1398,66.49,10.74,13.94,0,0
2764,Women,diesel,Tanger-Tetouan-AlHoceima,0.8549,58.28,6.81,29.16,0,0
6552,Man,diesel,Marrakech-Safi,0.9557,44.77,8.84,13.58,1,3744.39
7923,Man,diesel,Casablanca-Settat,0.9228,28.79,6.42,9.13,5,15928.33
6011,Women,diesel,Laayoune-SakiaElHamra,0.1798,47.32,12.22,1.85,0,0
6572,Women,essence,Marrakech-Safi,0.5389,57.04,14.31,20.77,1,1188.08
5443,Man,essence,Laayoune-SakiaElHamra,0.6433,67.62,3.17,45.52,0,0
940,Man,essence,Casablanca-Settat,0.7956,25.78,12.07,3.54,0,0
4880,Man,essence,Guelmim,0.7787,36.18,11.32,9.77,0,0
1048,Man,diesel,Tanger-Tetouan-AlHoceima,0.0052,22.26,13.6,1.19,0,0
8091,Women,essence,Fes-Meknes,0.1743,58.04,1.64,1.92,0,0
1598,Man,diesel,Draa-Tafilalet,0.2373,20.02,6.83,0.43,1,1927.01
7846,Man,diesel,Casablanca-Settat,0.6506,53.91,14.29,25.16,0,0
9358,Women,diesel,Tanger-Tetouan-AlHoceima,0.3223,25.49,6.78,3.8,0,0
2357,Women,diesel,Dakhla-OuedEddahab,0.3763,22.74,17.12,3.26,1,2815.8
3268,Women,essence,Marrakech-Safi,0.7374,52.94,7.42,20.28,1,1078.3
1672,Man,diesel,Casablanca-Settat,0.8616,34.92,17.29,5.56,2,3892.61
5149,Women,diesel,Casablanca-Settat,0.7673,20.98,19.3,0.88,0,0
7546,Women,diesel,Casablanca-Settat,0.0447,41.5,8.91,10.31,0,0
9322,Women,essence,Tanger-Tetouan-AlHoceima,0.1161,53.4,2.87,24.73,0,0
5545,Women,essence,Tanger-Tetouan-AlHoceima,0.2093,22.72,17.91,1.07,0,0
4903,Women,essence,Casablanca-Settat,0.9131,65.34,17.3,10.04,2,5676.07
4155,Man,essence,Tanger-Tetouan-AlHoceima,0.4822,42.74,6.89,20.89,2,6998.82
1369,Man,essence,Marrakech-Safi,0.8067,20.94,12,1.18,0,0
8537,Man,diesel,Tanger-Tetouan-AlHoceima,0.1791,20.9,2.37,0.24,0,0
439,Women,diesel,Casablanca-Settat,0.8173,53.62,11.38,15.21,0,0
9465,Man,essence,Casablanca-Settat,0.7529,50.69,12.87,3.59,0,0
7001,Women,essence,Marrakech-Safi,0.2912,45.95,20.41,19.73,0,0
7299,Women,essence,Casablanca-Settat,0.5621,47.6,10.69,28.92,0,0
6206,Women,essence,Fes-Meknes,0.3798,63.59,16.71,3.46,0,0
5183,Man,diesel,Marrakech-Safi,0.1784,63.84,17.38,13.05,0,0
4799,Man,diesel,Tanger-Tetouan-AlHoceima,0.919,62.49,8.64,16.34,1,2521.24
9657,Man,diesel,Tanger-Tetouan-AlHoceima,0.7758,56.14,14.83,15.35,1,2509.78
1523,Man,diesel,Rabat-Sale-Kenitra,0.5416,39.15,12.88,13.32,0,0
3991,Man,diesel,Tanger-Tetouan-AlHoceima,0.344,57.44,7.39,36.72,1,3867.8
6106,Women,diesel,Casablanca-Settat,0.0536,36.8,6.89,8.01,0,0
3251,Women,essence,Tanger-Tetouan-AlHoceima,0.6815,70.48,6.82,17.65,0,0
3050,Man,essence,Casablanca-Settat,0.9449,56.57,10.44,6.72,1,3930.96
2712,Man,diesel,Tanger-Tetouan-AlHoceima,0.6897,52.33,3.24,9.45,2,6225.32
5524,Man,diesel,Tanger-Tetouan-AlHoceima,0.8478,42.05,13.79,10.1,1,3411.29
9340,Women,essence,Casablanca-Settat,0.6631,67.57,11.12,16.47,1,414.78
5854,Women,diesel,Marrakech-Safi,0.5374,65.24,12.18,13.15,0,0
1345,Man,essence,Tanger-Tetouan-AlHoceima,0.8167,25.38,7.84,1.15,1,4681.35
8602,Women,diesel,Tanger-Tetouan-AlHoceima,0.5696,32.16,6.15,3.5,1,2574.53
6186,Man,diesel,Fes-Meknes,0.3794,69.46,19.2,4.86,0,0
8499,Women,diesel,Casablanca-Settat,0.1371,58.19,13.97,32.07,0,0
4791,Man,essence,Casablanca-Settat,0.1926,36.72,16.34,11.41,0,0
9020,Women,essence,Casablanca-Settat,0.0983,26.7,12.81,0.88,2,2695.36
9110,Women,diesel,Marrakech-Safi,0.2808,35.12,5.11,6.28,0,0
847,Man,diesel,Tanger-Tetouan-AlHoceima,0.4644,57.71,10,11.64,0,0
7127,Women,essence,Casablanca-Settat,0.7698,51.68,21.84,24.98,2,2711.77
3360,Women,essence,Rabat-Sale-Kenitra,0.1927,51.49,15.46,31.75,0,0
6,Women,diesel,Marrakech-Safi,0.0071,60.6,13.56,29.84,0,0
1184,Women,essence,Marrakech-Safi,0.393,29.36,5.25,6.69,0,0
4742,Women,diesel,Dakhla-OuedEddahab,0.4578,64.91,5.3,43.79,3,6469.5
1742,Women,essence,Draa-Tafilalet,0.3959,56.18,4.04,4.08,1,3027.39
1449,Women,diesel,Casablanca-Settat,0.537,61.71,8.05,3.1,1,1430.41
7989,Man,diesel,Tanger-Tetouan-AlHoceima,0.9789,30.08,22.31,6.94,1,2334.94
7296,Man,diesel,Marrakech-Safi,0.1862,40.94,12.85,6.48,0,0
2832,Man,essence,Tanger-Tetouan-AlHoceima,0.3218,65.59,18.14,42.76,1,1838.45
6501,Women,essence,Casablanca-Settat,0.7681,36.94,15.15,7.79,1,1367.89
2943,Man,essence,Marrakech-Safi,0.3279,38.87,14.5,7.07,0,0
1565,Women,diesel,Casablanca-Settat,0.2762,51.29,13.97,10.44,0,0
3583,Man,essence,Casablanca-Settat,0.6665,39.06,3.39,8.66,1,1715.11
6129,Man,diesel,Tanger-Tetouan-AlHoceima,0.9538,35.87,10.37,7.1,2,5952.35
98,Man,diesel,Marrakech-Safi,0.8246,30.2,20.57,3.9,1,3055.81
4395,Women,essence,Marrakech-Safi,0.4258,54.99,14.86,13.07,0,0
7701,Women,diesel,Marrakech-Safi,0.6111,30.14,19.45,4.29,0,0
7145,Man,diesel,Draa-Tafilalet,0.4815,24.73,7.78,4.98,0,0
6112,Man,essence,Tanger-Tetouan-AlHoceima,0.5302,51.23,14.55,31.65,1,3454.95
2984,Women,essence,Dakhla-OuedEddahab,0.7687,43.98,13.88,17,1,1642.93
7273,Women,diesel,Tanger-Tetouan-AlHoceima,0.3518,30.9,12.48,0.21,1,923.78
